mean_map50,std_map50,min_map50,max_map50,ci_lower_map50,ci_upper_map50,mean_map50_95,std_map50_95,min_map50_95,max_map50_95,ci_lower_map50_95,ci_upper_map50_95,mean_precision,std_precision,min_precision,max_precision,ci_lower_precision,ci_upper_precision,mean_recall,std_recall,min_recall,max_recall,ci_lower_recall,ci_upper_recall,mean_fps,std_fps,min_fps,max_fps,ci_lower_fps,ci_upper_fps,model_name
0.24194501102301705,0.015599910198790364,0.22247897057974184,0.26066917963688274,0.22429205081191006,0.25959797123412404,0.1248529818484501,0.007985897508964099,0.11488539553985741,0.13443538956814385,0.11581608809846858,0.13388987559843163,0.28284662170496433,0.39157211750944093,0.005826666666666667,0.8366131984482263,-0.16025894249944156,0.7259521859093703,0.39389758704121336,0.21948733208870802,0.0839968551663283,0.564118372379778,0.14552428932156178,0.6422708847608649,130.25433729039887,9.787404518689929,122.90449457533738,144.08675784146152,119.17884644867343,141.3298281321243,yolov8n
